utc_timestamp,DE_solar_generation_actual,DE_temperature,DE_radiation_direct_horizontal,DE_radiation_diffuse_horizontal
2015-01-01 08:00:00,340.85,-1.046,8.8773,51.9464
2015-01-01 09:00:00,1623.0,0.072,34.1583,97.0929
2015-01-01 10:00:00,3017.46,0.866,56.5458,120.2907
2015-01-01 11:00:00,4123.22,1.493,62.869,126.2112
2015-01-01 12:00:00,3903.66,1.818,54.2607,115.7275
2015-01-01 13:00:00,2814.08,1.726,28.5704,87.5581
2015-01-01 14:00:00,1299.58,1.103,5.8398,38.3294
2015-01-01 15:00:00,120.15,0.18,0.1808,2.2971
2015-01-01 16:00:00,0.0,-0.154,0.0,0.0
2015-01-01 17:00:00,0.0,-0.336,0.0,0.0
2015-01-01 18:00:00,0.0,-0.41,0.0,0.0
2015-01-01 19:00:00,0.0,-0.451,0.0,0.0
2015-01-01 20:00:00,0.0,-0.493,0.0,0.0
2015-01-01 21:00:00,0.0,-0.505,0.0,0.0
2015-01-01 22:00:00,0.0,-0.481,0.0,0.0
2015-01-01 23:00:00,0.0,-0.493,0.0,0.0
2015-01-02 00:00:00,0.0,-0.49,0.0,0.0
2015-01-02 01:00:00,0.0,-0.432,0.0,0.0
2015-01-02 02:00:00,0.0,-0.326,0.0,0.0
2015-01-02 03:00:00,0.0,-0.17,0.0,0.0
2015-01-02 04:00:00,0.0,-0.016,0.0,0.0
2015-01-02 05:00:00,0.0,0.198,0.0,0.0
2015-01-02 06:00:00,0.0,0.486,0.0,0.0
2015-01-02 07:00:00,1.17,0.893,0.2572,6.4205
2015-01-02 08:00:00,138.5,1.577,1.5738,35.8543
2015-01-02 09:00:00,483.73,2.327,3.6359,68.0313
2015-01-02 10:00:00,987.0,3.027,7.958,100.6625
2015-01-02 11:00:00,1654.74,3.517,10.5469,112.3497
2015-01-02 12:00:00,1897.09,3.729,8.6502,98.9765
2015-01-02 13:00:00,1638.95,3.646,7.0701,76.7582
2015-01-02 14:00:00,844.55,3.205,2.0189,32.6811
2015-01-02 15:00:00,103.58,2.656,0.0472,1.6058
2015-01-02 16:00:00,0.0,2.39,0.0,0.0
2015-01-02 17:00:00,0.0,2.252,0.0,0.0
2015-01-02 18:00:00,0.0,2.089,0.0,0.0
2015-01-02 19:00:00,0.0,1.936,0.0,0.0
2015-01-02 20:00:00,0.0,1.806,0.0,0.0
2015-01-02 21:00:00,0.0,1.66,0.0,0.0
2015-01-02 22:00:00,0.0,1.549,0.0,0.0
2015-01-02 23:00:00,0.0,1.37,0.0,0.0
2015-01-03 00:00:00,0.0,1.169,0.0,0.0
2015-01-03 01:00:00,0.0,1.027,0.0,0.0
2015-01-03 02:00:00,0.0,0.857,0.0,0.0
2015-01-03 03:00:00,0.0,0.633,0.0,0.0
2015-01-03 04:00:00,0.0,0.412,0.0,0.0
2015-01-03 05:00:00,0.0,0.275,0.0,0.0
2015-01-03 06:00:00,0.0,0.174,0.0,0.0
2015-01-03 07:00:00,1.34,0.168,0.1957,6.2257
2015-01-03 08:00:00,325.74,0.565,1.2206,34.9042
2015-01-03 09:00:00,1055.83,1.077,1.8683,57.6725
2015-01-03 10:00:00,1638.67,1.422,1.7873,65.2624
2015-01-03 11:00:00,1725.36,1.595,1.4789,61.9175
2015-01-03 12:00:00,1399.9,1.733,2.015,67.0434
2015-01-03 13:00:00,765.36,1.72,1.9378,55.7007
2015-01-03 14:00:00,302.09,1.395,0.5205,21.6627
2015-01-03 15:00:00,41.42,0.871,0.0152,1.0474
2015-01-03 16:00:00,0.0,0.766,0.0,0.0
2015-01-03 17:00:00,0.0,0.746,0.0,0.0
2015-01-03 18:00:00,0.0,0.844,0.0,0.0
2015-01-03 19:00:00,0.0,0.817,0.0,0.0
2015-01-03 20:00:00,0.0,0.67,0.0,0.0
2015-01-03 21:00:00,0.0,0.677,0.0,0.0
2015-01-03 22:00:00,0.0,0.522,0.0,0.0
2015-01-03 23:00:00,0.0,0.3,0.0,0.0
2015-01-04 00:00:00,0.0,0.213,0.0,0.0
2015-01-04 01:00:00,0.0,0.152,0.0,0.0
2015-01-04 02:00:00,0.0,0.107,0.0,0.0
2015-01-04 03:00:00,0.0,0.058,0.0,0.0
2015-01-04 04:00:00,0.0,0.029,0.0,0.0
2015-01-04 05:00:00,0.0,0.002,0.0,0.0
2015-01-04 06:00:00,0.0,-0.04,0.0,0.0
2015-01-04 07:00:00,3.14,-0.004,0.2448,6.0868
2015-01-04 08:00:00,381.04,0.478,3.822,45.276
2015-01-04 09:00:00,2147.88,1.207,14.2171,91.5359
2015-01-04 10:00:00,3807.43,1.89,32.3216,123.7616
2015-01-04 11:00:00,4578.48,2.43,45.0035,132.0071
2015-01-04 12:00:00,4467.23,2.735,44.4117,120.2897
2015-01-04 13:00:00,2979.64,2.68,29.3239,90.7183
2015-01-04 14:00:00,1493.1,1.999,8.3193,42.9331
2015-01-04 15:00:00,208.27,0.676,0.2467,2.8135
2015-01-04 16:00:00,0.0,0.094,0.0,0.0
2015-01-04 17:00:00,0.0,-0.144,0.0,0.0
2015-01-04 18:00:00,0.0,-0.312,0.0,0.0
2015-01-04 19:00:00,0.0,-0.382,0.0,0.0
2015-01-04 20:00:00,0.0,-0.403,0.0,0.0
2015-01-04 21:00:00,0.0,-0.446,0.0,0.0
2015-01-04 22:00:00,0.0,-0.519,0.0,0.0
2015-01-04 23:00:00,0.0,-0.653,0.0,0.0
2015-01-05 00:00:00,0.0,-0.795,0.0,0.0
2015-01-05 01:00:00,0.0,-0.937,0.0,0.0
2015-01-05 02:00:00,0.0,-1.117,0.0,0.0
2015-01-05 03:00:00,0.0,-1.338,0.0,0.0
2015-01-05 04:00:00,0.0,-1.586,0.0,0.0
2015-01-05 05:00:00,0.0,-1.881,0.0,0.0
2015-01-05 06:00:00,0.0,-2.12,0.0,0.0
2015-01-05 07:00:00,4.29,-2.266,0.6591,8.3555
2015-01-05 08:00:00,484.59,-1.608,10.2294,54.4944
2015-01-05 09:00:00,2240.33,-0.41,36.5156,98.4056
2015-01-05 10:00:00,4217.15,0.616,70.0613,119.3952
2015-01-05 11:00:00,5613.68,1.372,82.4835,123.2022
2015-01-05 12:00:00,5961.41,1.775,70.2481,113.8691
2015-01-05 13:00:00,4835.32,1.813,38.6484,88.7974
2015-01-05 14:00:00,2743.55,0.991,10.5015,43.4285
2015-01-05 15:00:00,528.53,-0.412,0.4101,3.2442
2015-01-05 16:00:00,0.0,-0.973,0.0,0.0
2015-01-05 17:00:00,0.0,-1.229,0.0,0.0
2015-01-05 18:00:00,0.0,-1.419,0.0,0.0
2015-01-05 19:00:00,0.0,-1.552,0.0,0.0
2015-01-05 20:00:00,0.0,-1.664,0.0,0.0
2015-01-05 21:00:00,0.0,-1.798,0.0,0.0
2015-01-05 22:00:00,0.0,-1.973,0.0,0.0
2015-01-05 23:00:00,0.0,-2.161,0.0,0.0
2015-01-06 00:00:00,0.0,-2.337,0.0,0.0
2015-01-06 01:00:00,0.0,-2.482,0.0,0.0
2015-01-06 02:00:00,0.0,-2.628,0.0,0.0
2015-01-06 03:00:00,0.0,-2.785,0.0,0.0
2015-01-06 04:00:00,0.0,-2.976,0.0,0.0
2015-01-06 05:00:00,0.0,-3.156,0.0,0.0
2015-01-06 06:00:00,0.0,-3.336,0.0,0.0002
2015-01-06 07:00:00,3.73,-3.401,2.1634,10.5449
2015-01-06 08:00:00,983.08,-2.299,25.8844,56.815
2015-01-06 09:00:00,3789.47,-0.708,74.4394,88.266
2015-01-06 10:00:00,6085.88,0.495,113.6051,101.852
2015-01-06 11:00:00,7305.03,1.322,116.441,108.7137
2015-01-06 12:00:00,6958.5,1.714,84.0896,107.4618
2015-01-06 13:00:00,4967.93,1.548,39.7135,87.2952
2015-01-06 14:00:00,2383.47,0.361,9.0529,42.23
2015-01-06 15:00:00,417.79,-1.189,0.3344,3.1406
2015-01-06 16:00:00,0.0,-1.708,0.0,0.0
2015-01-06 17:00:00,0.0,-1.868,0.0,0.0
2015-01-06 18:00:00,0.0,-1.931,0.0,0.0
2015-01-06 19:00:00,0.0,-1.947,0.0,0.0
2015-01-06 20:00:00,0.0,-1.923,0.0,0.0
2015-01-06 21:00:00,0.0,-1.881,0.0,0.0
2015-01-06 22:00:00,0.0,-1.792,0.0,0.0
2015-01-06 23:00:00,0.0,-1.657,0.0,0.0
2015-01-07 00:00:00,0.0,-1.433,0.0,0.0
2015-01-07 01:00:00,0.0,-1.172,0.0,0.0
2015-01-07 02:00:00,0.0,-0.899,0.0,0.0
2015-01-07 03:00:00,0.0,-0.633,0.0,0.0
2015-01-07 04:00:00,0.0,-0.42,0.0,0.0
2015-01-07 05:00:00,0.0,-0.203,0.0,0.0
2015-01-07 06:00:00,0.0,-0.043,0.0,0.0003
2015-01-07 07:00:00,2.58,0.156,0.1522,5.4302
2015-01-07 08:00:00,277.08,0.778,1.4357,35.799
2015-01-07 09:00:00,1308.08,1.368,4.234,72.2153
2015-01-07 10:00:00,2662.43,1.87,9.5633,105.7872
2015-01-07 11:00:00,3632.07,2.32,16.6349,124.6671
2015-01-07 12:00:00,3840.43,2.531,16.8762,115.9018
2015-01-07 13:00:00,3339.26,2.422,9.8073,83.532
2015-01-07 14:00:00,1804.01,1.771,2.7875,37.0664
2015-01-07 15:00:00,316.5,0.761,0.1172,2.675
2015-01-07 16:00:00,0.0,0.387,0.0,0.0
2015-01-07 17:00:00,0.0,0.204,0.0,0.0
2015-01-07 18:00:00,0.0,0.022,0.0,0.0
2015-01-07 19:00:00,0.0,-0.097,0.0,0.0
2015-01-07 20:00:00,0.0,-0.196,0.0,0.0
2015-01-07 21:00:00,0.0,-0.253,0.0,0.0
2015-01-07 22:00:00,0.0,-0.219,0.0,0.0
2015-01-07 23:00:00,0.0,-0.067,0.0,0.0
2015-01-08 00:00:00,0.0,0.178,0.0,0.0
2015-01-08 01:00:00,0.0,0.456,0.0,0.0
2015-01-08 02:00:00,0.0,0.723,0.0,0.0
2015-01-08 03:00:00,0.0,0.947,0.0,0.0
2015-01-08 04:00:00,0.0,1.178,0.0,0.0
2015-01-08 05:00:00,0.0,1.459,0.0,0.0
2015-01-08 06:00:00,0.0,1.728,0.0,0.0003
2015-01-08 07:00:00,2.65,2.015,0.1188,5.5796
2015-01-08 08:00:00,233.36,2.469,0.6881,29.3396
2015-01-08 09:00:00,839.7,2.966,1.4272,53.7313
2015-01-08 10:00:00,1504.84,3.445,2.1266,71.9005
2015-01-08 11:00:00,2025.58,3.833,2.2489,76.1485
2015-01-08 12:00:00,1935.37,4.063,1.571,62.6576
2015-01-08 13:00:00,1280.35,4.123,0.8287,40.8983
2015-01-08 14:00:00,641.42,4.066,0.2873,17.5286
2015-01-08 15:00:00,118.54,3.956,0.0192,1.4095
2015-01-08 16:00:00,0.0,3.876,0.0,0.0
2015-01-08 17:00:00,0.0,3.722,0.0,0.0
2015-01-08 18:00:00,0.0,3.563,0.0,0.0
2015-01-08 19:00:00,0.0,3.499,0.0,0.0
2015-01-08 20:00:00,0.0,3.368,0.0,0.0
2015-01-08 21:00:00,0.0,3.208,0.0,0.0
2015-01-08 22:00:00,0.0,3.109,0.0,0.0
2015-01-08 23:00:00,0.0,3.047,0.0,0.0
2015-01-09 00:00:00,0.0,3.062,0.0,0.0
2015-01-09 01:00:00,0.0,3.129,0.0,0.0
2015-01-09 02:00:00,0.0,3.223,0.0,0.0
2015-01-09 03:00:00,0.0,3.442,0.0,0.0
2015-01-09 04:00:00,0.0,3.614,0.0,0.0
2015-01-09 05:00:00,0.0,3.709,0.0,0.0
2015-01-09 06:00:00,0.0,3.896,0.0,0.0006
2015-01-09 07:00:00,4.73,4.197,0.1478,6.4126
2015-01-09 08:00:00,244.51,4.688,0.6153,28.8445
2015-01-09 09:00:00,763.91,5.253,0.8449,44.1023
2015-01-09 10:00:00,1236.95,5.86,0.9841,53.4266
2015-01-09 11:00:00,1515.97,6.413,1.0074,55.8549
2015-01-09 12:00:00,1357.08,6.835,0.7995,47.7985
2015-01-09 13:00:00,1042.77,7.089,0.5448,34.8332
2015-01-09 14:00:00,535.38,7.191,0.1713,13.9675
2015-01-09 15:00:00,103.27,7.204,0.006,0.7008
2015-01-09 16:00:00,0.0,7.213,0.0,0.0
2015-01-09 17:00:00,0.0,7.178,0.0,0.0
2015-01-09 18:00:00,0.0,7.052,0.0,0.0
2015-01-09 19:00:00,0.0,6.948,0.0,0.0
2015-01-09 20:00:00,0.0,6.965,0.0,0.0
2015-01-09 21:00:00,0.0,7.167,0.0,0.0
2015-01-09 22:00:00,0.0,7.576,0.0,0.0
2015-01-09 23:00:00,0.0,8.062,0.0,0.0
2015-01-10 00:00:00,0.0,8.532,0.0,0.0
2015-01-10 01:00:00,0.0,8.93,0.0,0.0
2015-01-10 02:00:00,0.0,9.248,0.0,0.0
2015-01-10 03:00:00,0.0,9.583,0.0,0.0
2015-01-10 04:00:00,0.0,9.868,0.0,0.0
2015-01-10 05:00:00,0.0,10.077,0.0,0.0
2015-01-10 06:00:00,0.0,10.258,0.0,0.0002
2015-01-10 07:00:00,2.44,10.352,0.0681,4.5142
2015-01-10 08:00:00,246.11,10.464,0.7143,30.5335
2015-01-10 09:00:00,1301.14,10.67,2.0025,62.2654
2015-01-10 10:00:00,3428.51,10.899,2.6965,79.2664
2015-01-10 11:00:00,5285.27,11.038,2.5568,80.5291
2015-01-10 12:00:00,5004.62,11.058,1.8398,67.4319
2015-01-10 13:00:00,3526.53,10.887,1.0241,45.4021
2015-01-10 14:00:00,1547.7,10.358,0.3846,20.6016
2015-01-10 15:00:00,191.71,9.435,0.0279,1.8253
2015-01-10 16:00:00,0.0,8.488,0.0,0.0
2015-01-10 17:00:00,0.0,7.596,0.0,0.0
2015-01-10 18:00:00,0.0,6.707,0.0,0.0
2015-01-10 19:00:00,0.0,5.83,0.0,0.0
2015-01-10 20:00:00,0.0,5.084,0.0,0.0
2015-01-10 21:00:00,0.0,4.437,0.0,0.0
2015-01-10 22:00:00,0.0,3.857,0.0,0.0
2015-01-10 23:00:00,0.0,3.325,0.0,0.0
2015-01-11 00:00:00,0.0,2.862,0.0,0.0
2015-01-11 01:00:00,0.0,2.482,0.0,0.0
2015-01-11 02:00:00,0.0,2.127,0.0,0.0
2015-01-11 03:00:00,0.0,1.814,0.0,0.0
2015-01-11 04:00:00,0.0,1.54,0.0,0.0
2015-01-11 05:00:00,0.0,1.337,0.0,0.0
2015-01-11 06:00:00,0.0,1.254,0.0,0.0002
2015-01-11 07:00:00,4.8,1.332,0.2894,8.2281
2015-01-11 08:00:00,628.18,1.804,3.1276,48.4203
2015-01-11 09:00:00,2008.0,2.412,8.2328,89.5674
2015-01-11 10:00:00,3108.33,2.927,14.5623,120.4053
2015-01-11 11:00:00,3983.8,3.228,14.2774,124.4341
2015-01-11 12:00:00,4159.41,3.31,10.9591,109.6733
2015-01-11 13:00:00,3599.6,3.216,6.7499,80.1914
2015-01-11 14:00:00,2086.53,2.922,2.0484,36.461
2015-01-11 15:00:00,428.05,2.57,0.0929,2.9246
2015-01-11 16:00:00,17.1,2.436,0.0,0.0
2015-01-11 17:00:00,0.0,2.403,0.0,0.0
2015-01-11 18:00:00,0.0,2.383,0.0,0.0
2015-01-11 19:00:00,0.0,2.432,0.0,0.0
2015-01-11 20:00:00,0.0,2.521,0.0,0.0
2015-01-11 21:00:00,0.0,2.599,0.0,0.0
2015-01-11 22:00:00,0.0,2.689,0.0,0.0
2015-01-11 23:00:00,0.0,2.811,0.0,0.0
2015-01-12 00:00:00,0.0,2.931,0.0,0.0
2015-01-12 01:00:00,0.0,3.051,0.0,0.0
2015-01-12 02:00:00,0.0,3.176,0.0,0.0
2015-01-12 03:00:00,0.0,3.302,0.0,0.0
2015-01-12 04:00:00,0.0,3.401,0.0,0.0
2015-01-12 05:00:00,0.0,3.472,0.0,0.0
2015-01-12 06:00:00,0.0,3.519,0.0,0.0012
2015-01-12 07:00:00,6.07,3.574,0.0569,4.2763
2015-01-12 08:00:00,302.35,3.782,0.3486,22.3164
2015-01-12 09:00:00,1062.7,4.098,0.9452,46.5961
2015-01-12 10:00:00,1996.91,4.477,1.8454,70.1359
2015-01-12 11:00:00,2262.58,4.811,2.1329,76.488
2015-01-12 12:00:00,2345.17,5.025,1.7308,66.8913
2015-01-12 13:00:00,1802.05,5.079,1.0518,46.5523
2015-01-12 14:00:00,951.01,4.989,0.5438,24.5427
2015-01-12 15:00:00,284.8,4.744,0.0716,3.0801
2015-01-12 16:00:00,8.73,4.635,0.0,0.0
2015-01-12 17:00:00,0.0,4.588,0.0,0.0
2015-01-12 18:00:00,0.0,4.528,0.0,0.0
2015-01-12 19:00:00,0.0,4.416,0.0,0.0
2015-01-12 20:00:00,0.0,4.303,0.0,0.0
2015-01-12 21:00:00,0.0,4.224,0.0,0.0
2015-01-12 22:00:00,0.0,4.133,0.0,0.0
2015-01-12 23:00:00,0.0,4.064,0.0,0.0
2015-01-13 00:00:00,0.0,3.957,0.0,0.0
2015-01-13 01:00:00,0.0,3.885,0.0,0.0
2015-01-13 02:00:00,0.0,3.845,0.0,0.0
2015-01-13 03:00:00,0.0,3.788,0.0,0.0
2015-01-13 04:00:00,0.0,3.795,0.0,0.0
2015-01-13 05:00:00,0.0,3.823,0.0,0.0
2015-01-13 06:00:00,0.0,3.817,0.0006,0.0057
2015-01-13 07:00:00,13.91,4.038,3.5863,14.8088
2015-01-13 08:00:00,2111.21,5.09,31.018,63.3984
2015-01-13 09:00:00,5683.16,6.373,81.2692,94.5315
2015-01-13 10:00:00,8743.61,7.6,115.1193,110.4539
2015-01-13 11:00:00,10613.98,8.555,110.252,120.3026
2015-01-13 12:00:00,10197.39,9.018,75.7648,118.7855
2015-01-13 13:00:00,7825.11,8.841,33.9414,95.0316
2015-01-13 14:00:00,4339.88,8.023,7.9871,47.0825
2015-01-13 15:00:00,821.15,6.99,0.3751,4.5664
2015-01-13 16:00:00,12.67,6.572,0.0,0.0
2015-01-13 17:00:00,0.0,6.375,0.0,0.0
2015-01-13 18:00:00,0.0,6.232,0.0,0.0
2015-01-13 19:00:00,0.0,6.158,0.0,0.0
2015-01-13 20:00:00,0.0,6.032,0.0,0.0
2015-01-13 21:00:00,0.0,5.809,0.0,0.0
2015-01-13 22:00:00,0.0,5.537,0.0,0.0
2015-01-13 23:00:00,0.0,5.288,0.0,0.0
2015-01-14 00:00:00,0.0,5.081,0.0,0.0
2015-01-14 01:00:00,0.0,4.94,0.0,0.0
2015-01-14 02:00:00,0.0,4.881,0.0,0.0
2015-01-14 03:00:00,0.0,4.731,0.0,0.0
2015-01-14 04:00:00,0.0,4.403,0.0,0.0
2015-01-14 05:00:00,0.0,4.029,0.0,0.0
2015-01-14 06:00:00,0.0,3.676,0.0001,0.0047
2015-01-14 07:00:00,9.73,3.511,0.5966,11.2737
2015-01-14 08:00:00,693.96,3.823,4.2468,53.4339
2015-01-14 09:00:00,2452.74,4.345,12.9787,100.1037
2015-01-14 10:00:00,3695.7,4.789,24.4145,132.0195
2015-01-14 11:00:00,3557.11,5.061,30.6567,142.8283
2015-01-14 12:00:00,3362.59,4.999,17.9617,122.4976
2015-01-14 13:00:00,2589.83,4.635,6.1767,79.2042
2015-01-14 14:00:00,1340.29,3.977,1.2465,31.5157
2015-01-14 15:00:00,293.9,3.254,0.0899,3.2579
2015-01-14 16:00:00,11.4,2.871,0.0,0.0
2015-01-14 17:00:00,0.0,2.446,0.0,0.0
2015-01-14 18:00:00,0.0,1.891,0.0,0.0
2015-01-14 19:00:00,0.0,1.357,0.0,0.0
2015-01-14 20:00:00,0.0,0.934,0.0,0.0
2015-01-14 21:00:00,0.0,0.73,0.0,0.0
2015-01-14 22:00:00,0.0,0.643,0.0,0.0
2015-01-14 23:00:00,0.0,0.704,0.0,0.0
2015-01-15 00:00:00,0.0,0.794,0.0,0.0
2015-01-15 01:00:00,0.0,0.94,0.0,0.0
2015-01-15 02:00:00,0.0,1.066,0.0,0.0
2015-01-15 03:00:00,0.0,1.328,0.0,0.0
2015-01-15 04:00:00,0.0,1.764,0.0,0.0
2015-01-15 05:00:00,0.0,2.145,0.0,0.0
2015-01-15 06:00:00,0.0,2.482,0.0001,0.0068
2015-01-15 07:00:00,13.98,2.823,0.182,7.6737
2015-01-15 08:00:00,513.2,3.489,1.3968,40.2074
2015-01-15 09:00:00,1847.34,4.309,3.039,71.5688
2015-01-15 10:00:00,3092.95,5.144,4.0416,90.0835
2015-01-15 11:00:00,3643.91,5.907,4.3725,95.244
2015-01-15 12:00:00,3398.95,6.533,5.2072,95.4788
2015-01-15 13:00:00,2693.61,6.841,4.2976,75.4838
2015-01-15 14:00:00,1418.05,6.642,1.7659,37.8798
2015-01-15 15:00:00,372.51,6.103,0.154,4.4184
2015-01-15 16:00:00,21.57,5.873,0.0,0.0
2015-01-15 17:00:00,0.0,5.714,0.0,0.0
2015-01-15 18:00:00,0.0,5.568,0.0,0.0
2015-01-15 19:00:00,0.0,5.408,0.0,0.0
2015-01-15 20:00:00,0.0,5.218,0.0,0.0
2015-01-15 21:00:00,0.0,5.023,0.0,0.0
2015-01-15 22:00:00,0.0,4.794,0.0,0.0
2015-01-15 23:00:00,0.0,4.515,0.0,0.0
2015-01-16 00:00:00,0.0,4.262,0.0,0.0
2015-01-16 01:00:00,0.0,4.072,0.0,0.0
2015-01-16 02:00:00,0.0,3.861,0.0,0.0
2015-01-16 03:00:00,0.0,3.639,0.0,0.0
2015-01-16 04:00:00,0.0,3.427,0.0,0.0
2015-01-16 05:00:00,0.0,3.194,0.0,0.0
2015-01-16 06:00:00,0.0,2.993,0.0007,0.0152
2015-01-16 07:00:00,19.08,2.983,0.6748,12.4839
2015-01-16 08:00:00,1037.33,3.852,4.7619,57.4907
2015-01-16 09:00:00,2778.85,4.698,10.1472,97.9599
2015-01-16 10:00:00,4508.16,5.277,12.5603,120.2048
2015-01-16 11:00:00,4788.18,5.691,11.0495,121.1686
2015-01-16 12:00:00,4394.84,5.824,8.1748,105.5899
2015-01-16 13:00:00,3049.22,5.564,5.0096,77.2005
2015-01-16 14:00:00,1744.73,4.787,1.7281,37.1697
2015-01-16 15:00:00,383.54,3.65,0.1117,3.8916
2015-01-16 16:00:00,17.43,3.245,0.0,0.0
2015-01-16 17:00:00,0.0,3.028,0.0,0.0
2015-01-16 18:00:00,0.0,2.741,0.0,0.0
2015-01-16 19:00:00,0.0,2.404,0.0,0.0
2015-01-16 20:00:00,0.0,2.116,0.0,0.0
2015-01-16 21:00:00,0.0,1.856,0.0,0.0
2015-01-16 22:00:00,0.0,1.683,0.0,0.0
2015-01-16 23:00:00,0.0,1.576,0.0,0.0
2015-01-17 00:00:00,0.0,1.48,0.0,0.0
2015-01-17 01:00:00,0.0,1.367,0.0,0.0
2015-01-17 02:00:00,0.0,1.259,0.0,0.0
2015-01-17 03:00:00,0.0,1.161,0.0,0.0
2015-01-17 04:00:00,0.0,1.008,0.0,0.0
2015-01-17 05:00:00,0.0,0.861,0.0,0.0
2015-01-17 06:00:00,0.0,0.708,0.0001,0.0047
2015-01-17 07:00:00,5.01,0.653,0.1707,7.4338
2015-01-17 08:00:00,476.78,1.103,1.9181,43.1892
2015-01-17 09:00:00,1832.06,1.7,9.2842,95.0677
2015-01-17 10:00:00,3516.51,2.464,26.0062,135.8736
2015-01-17 11:00:00,4617.38,3.127,40.796,148.0491
2015-01-17 12:00:00,4613.63,3.46,42.6481,137.2537
2015-01-17 13:00:00,3690.7,3.363,25.2862,104.8856
2015-01-17 14:00:00,2080.0,2.471,7.5531,53.9571
2015-01-17 15:00:00,569.02,0.717,0.4344,6.3332
2015-01-17 16:00:00,18.24,0.002,0.0,0.0
2015-01-17 17:00:00,0.0,-0.403,0.0,0.0
2015-01-17 18:00:00,0.0,-0.811,0.0,0.0
2015-01-17 19:00:00,0.0,-1.163,0.0,0.0
2015-01-17 20:00:00,0.0,-1.427,0.0,0.0
2015-01-17 21:00:00,0.0,-1.617,0.0,0.0
2015-01-17 22:00:00,0.0,-1.804,0.0,0.0
2015-01-17 23:00:00,0.0,-1.895,0.0,0.0
2015-01-18 00:00:00,0.0,-1.876,0.0,0.0
2015-01-18 01:00:00,0.0,-1.797,0.0,0.0
2015-01-18 02:00:00,0.0,-1.729,0.0,0.0
2015-01-18 03:00:00,0.0,-1.614,0.0,0.0
2015-01-18 04:00:00,0.0,-1.515,0.0,0.0
2015-01-18 05:00:00,0.0,-1.474,0.0,0.0
2015-01-18 06:00:00,0.0,-1.498,0.0006,0.0182
2015-01-18 07:00:00,15.21,-1.315,1.2982,15.1553
2015-01-18 08:00:00,1064.31,-0.419,12.936,66.8959
2015-01-18 09:00:00,3363.96,0.719,52.1466,111.3785
2015-01-18 10:00:00,5280.72,1.779,96.4014,126.8267
2015-01-18 11:00:00,6544.38,2.49,119.4609,126.5745
2015-01-18 12:00:00,6365.85,2.797,102.4693,119.1431
2015-01-18 13:00:00,5070.72,2.616,59.6911,99.7554
2015-01-18 14:00:00,2853.62,1.532,16.2063,57.4552
2015-01-18 15:00:00,650.96,-0.313,0.9823,7.7241
2015-01-18 16:00:00,22.93,-0.966,0.0,0.0
2015-01-18 17:00:00,0.0,-1.289,0.0,0.0
2015-01-18 18:00:00,0.0,-1.665,0.0,0.0
2015-01-18 19:00:00,0.0,-2.015,0.0,0.0
2015-01-18 20:00:00,0.0,-2.328,0.0,0.0
2015-01-18 21:00:00,0.0,-2.562,0.0,0.0
2015-01-18 22:00:00,0.0,-2.73,0.0,0.0
2015-01-18 23:00:00,0.0,-2.853,0.0,0.0
2015-01-19 00:00:00,0.0,-2.903,0.0,0.0
2015-01-19 01:00:00,0.0,-2.941,0.0,0.0
2015-01-19 02:00:00,0.0,-2.939,0.0,0.0
2015-01-19 03:00:00,0.0,-2.853,0.0,0.0
2015-01-19 04:00:00,0.0,-2.726,0.0,0.0
2015-01-19 05:00:00,0.0,-2.646,0.0,0.0
2015-01-19 06:00:00,0.0,-2.607,0.0021,0.0388
2015-01-19 07:00:00,22.34,-2.273,1.7743,17.4042
2015-01-19 08:00:00,1054.64,-1.043,12.5224,69.363
2015-01-19 09:00:00,2549.92,0.126,34.7856,115.1383
2015-01-19 10:00:00,4145.96,1.104,56.1608,140.4473
2015-01-19 11:00:00,4856.27,1.772,64.0918,147.0225
2015-01-19 12:00:00,4826.22,2.007,51.9198,136.0758
2015-01-19 13:00:00,3777.0,1.739,27.1241,105.0828
2015-01-19 14:00:00,2042.84,0.754,6.8535,53.2273
2015-01-19 15:00:00,521.11,-0.454,0.3924,6.524
2015-01-19 16:00:00,21.81,-0.899,0.0,0.0
2015-01-19 17:00:00,0.0,-1.11,0.0,0.0
2015-01-19 18:00:00,0.0,-1.288,0.0,0.0
2015-01-19 19:00:00,0.0,-1.429,0.0,0.0
2015-01-19 20:00:00,0.0,-1.535,0.0,0.0
2015-01-19 21:00:00,0.0,-1.594,0.0,0.0
2015-01-19 22:00:00,0.0,-1.628,0.0,0.0
2015-01-19 23:00:00,0.0,-1.691,0.0,0.0
2015-01-20 00:00:00,0.0,-1.743,0.0,0.0
2015-01-20 01:00:00,0.0,-1.797,0.0,0.0
2015-01-20 02:00:00,0.0,-1.845,0.0,0.0
2015-01-20 03:00:00,0.0,-1.846,0.0,0.0
2015-01-20 04:00:00,0.0,-1.871,0.0,0.0
2015-01-20 05:00:00,0.0,-1.915,0.0,0.0
2015-01-20 06:00:00,0.0,-1.956,0.0007,0.0316
2015-01-20 07:00:00,9.91,-1.799,0.4963,12.4923
2015-01-20 08:00:00,373.82,-0.973,4.7479,59.0069
2015-01-20 09:00:00,998.76,-0.048,15.3355,107.8593
2015-01-20 10:00:00,1574.71,0.649,28.8441,139.9187
2015-01-20 11:00:00,2085.22,1.082,37.8188,150.2343
